oid,order_date,revenue,uid
o_3157802701998,2019-06-07,1307,0014050647580
o_2709373002885,2019-07-17,929,0014050647580
o_7622734763469,2019-08-07,508,0014050647580
o_2928087392611,2019-07-12,1056,3799879018069
o_7523941248292,2019-08-01,1129,3799879018069
o_0216220021828,2019-08-20,1263,3799879018069
o_7801967595812,2019-08-07,479,0999627698120
o_6370226783389,2019-07-22,1373,4034543307742
o_5823634766440,2019-08-21,670,4034543307742
o_2863864902914,2019-08-13,1691,5244340503400
o_9502105017972,2019-09-01,1514,5244340503400
o_1917077936158,2019-02-10,1735,3797631383721
o_2816600065657,2019-03-06,1624,3797631383721
o_6174834369665,2019-04-13,964,3797631383721
o_6344081353421,2019-05-01,1100,3797631383721
o_3370977518905,2019-05-31,1641,3797631383721
o_3829953597569,2019-06-30,837,3797631383721
o_7052284746658,2019-04-09,1601,2892600973321
o_8305850035700,2019-05-01,1243,2892600973321
o_4346234166867,2019-06-04,1700,2892600973321
o_7052730475811,2019-07-12,1077,2892600973321
o_9345980037921,2019-07-20,578,2892600973321
o_3618130408015,2019-08-31,748,2892600973321
o_8354216375004,2019-08-20,992,1915056416912
o_6076240222704,2019-09-07,1094,1915056416912
o_9880667076140,2019-09-08,390,6410346050319
o_9107881636272,2019-04-07,1368,3208636581017
o_0634877314337,2019-04-16,685,3208636581017
o_6514509439802,2019-05-27,948,3208636581017
o_6792316417545,2019-06-05,234,3208636581017
o_5664048915631,2019-07-11,303,3208636581017
o_2639757906648,2019-07-29,1259,3208636581017
o_5850608101471,2019-08-28,523,3467333831775
o_9023721693802,2019-08-28,686,3467333831775
o_6016281167862,2019-04-20,1509,0571996121630
o_7112534642434,2019-04-25,488,0571996121630
o_5571676057049,2019-04-25,1343,0571996121630
o_4516857120236,2019-05-29,1264,0571996121630
o_8672930137440,2019-07-03,1498,0571996121630
o_4048442603317,2019-04-23,1038,1835648021792
o_4709199747890,2019-05-19,991,1835648021792
o_9664827146917,2019-06-15,597,1835648021792
o_3335404224460,2019-07-11,1744,1835648021792
o_4551018910257,2019-07-23,1217,1835648021792
o_7624958946536,2019-08-07,1769,1835648021792
o_9067261074875,2019-04-13,783,0392923203300
o_9503902002352,2019-04-21,1552,0392923203300
o_8617264346946,2019-04-21,400,0392923203300
o_5816540293018,2019-04-26,1011,0392923203300
o_2404098231908,2019-04-29,1677,0392923203300
o_5050417069614,2019-04-29,1201,0392923203300
o_1726014745254,2019-07-05,1289,1171522837258
o_7090524168068,2019-07-25,1249,1171522837258
o_2415621164983,2019-08-14,669,1171522837258
o_0753399559986,2019-08-17,554,1171522837258
o_0700186732251,2019-08-06,1077,0456954292280
o_8639738887588,2019-09-02,1372,0456954292280
o_7342849017706,2019-08-14,668,2929730233954
o_2669949480182,2019-08-15,1541,2929730233954
o_4925319518304,2019-08-07,1305,8036401468363
o_3812153207291,2019-07-04,1102,6079051902292
o_3159746649435,2019-07-04,523,6079051902292
o_2858771849865,2019-08-06,1333,6079051902292
o_1273209571360,2019-05-17,1137,5692009594953
o_5625473066794,2019-06-25,690,5692009594953
o_0452959330859,2019-07-27,413,5692009594953
o_5326871138136,2019-08-07,228,5692009594953
o_7915852059904,2019-08-18,1147,2611408923808
o_7655277998517,2019-03-11,515,3519381108207
o_5089054146907,2019-04-01,1150,3519381108207
o_2841164953799,2019-04-16,752,3519381108207
o_2926959000206,2019-05-21,446,3519381108207
o_9407869226830,2019-05-30,1251,3519381108207
o_5174556179291,2019-06-23,312,3519381108207
o_4811257062378,2019-07-04,1761,9132951221393
o_6901989634603,2019-08-16,1605,9132951221393
o_7263272929193,2019-08-25,1424,9132951221393
o_7524827425608,2019-08-30,1273,9132951221393
o_8792515328152,2019-04-09,1001,3424856833471
o_0030651536351,2019-04-10,968,3424856833471
o_1091988179962,2019-04-12,1087,3424856833471
o_6127594275875,2019-04-12,1594,3424856833471
o_5154461394767,2019-04-23,1366,3424856833471
o_8461090039257,2019-07-14,885,5231800882489
o_6918748432394,2019-08-17,947,5231800882489
o_4847790469602,2019-08-25,1371,5231800882489
o_8811587314143,2019-07-23,1018,8448869772119
o_5437855413054,2019-08-09,382,8448869772119
o_5707176702459,2019-08-31,1544,8448869772119
o_3854719219997,2019-05-31,1306,6321056002010
o_0938765864523,2019-06-16,1179,6321056002010
o_4395309380080,2019-07-29,1698,6321056002010
o_1637617434141,2019-09-02,1427,6321056002010
o_1842240484467,2019-08-01,1378,4854627324379
o_5710809895497,2019-08-16,1170,4854627324379
o_3775905497459,2019-08-22,473,4854627324379
o_3546488514471,2019-05-25,1302,6809630828664
o_0203173844772,2019-06-29,1462,6809630828664
o_4977166888772,2019-06-30,1653,6809630828664
o_8095121196864,2019-08-04,1234,6809630828664
o_4632189718795,2019-06-09,725,4502232199355
o_0660763838946,2019-07-19,485,4502232199355
o_8985260788429,2019-08-29,445,4502232199355
o_8484502278099,2019-04-20,872,7788080814047
o_6889612103903,2019-04-25,1390,7788080814047
o_0377395090771,2019-06-01,1532,7788080814047
o_2224476167878,2019-07-02,644,7788080814047
o_6401976068751,2019-08-13,239,7788080814047
o_6947613222204,2019-08-18,292,7788080814047
o_3095469514998,2019-02-05,1542,4697221500608
o_3533257551096,2019-03-12,1510,4697221500608
o_3007702325292,2019-03-15,1399,4697221500608
o_5125769714854,2019-04-12,1393,4697221500608
o_0798875282064,2019-04-15,1532,4697221500608
o_0324159034830,2019-04-20,590,4697221500608
o_3608593108188,2019-09-07,765,9206222077030
o_1312335326403,2019-03-27,1313,7224814650579
o_7184758446464,2019-05-09,1538,7224814650579
o_4335393132141,2019-05-21,1167,7224814650579
o_5443847706011,2019-06-02,930,7224814650579
o_0554985936941,2019-07-02,1455,7224814650579
o_8176585335508,2019-08-03,1056,7224814650579
o_1671773400152,2019-05-07,474,7828967280142
o_2587524584110,2019-06-13,1183,7828967280142
o_6696007195890,2019-07-09,667,7828967280142
o_9940578228745,2019-07-30,1561,7828967280142
o_3139781336613,2019-07-31,735,0392213270418
o_1862346210630,2019-08-15,774,0392213270418
o_3941650104885,2019-09-06,1517,0392213270418
o_5544679776446,2019-08-26,478,1079309866357
o_1674731696840,2019-08-14,1723,8567209318357
o_8127533969382,2019-05-17,1534,1520471244608
o_5095052683085,2019-05-30,426,1520471244608
o_0539389744187,2019-07-11,1328,1520471244608
o_1483746109326,2019-07-14,347,1520471244608
o_6820905285074,2019-07-21,1101,1520471244608
o_3201969141828,2019-01-25,704,0933300874494
o_5292541173663,2019-01-26,827,0933300874494
o_0016365015757,2019-02-07,848,0933300874494
o_9722172612386,2019-02-21,228,0933300874494
o_6618762144074,2019-03-02,677,0933300874494
o_8330970612487,2019-03-23,1531,0933300874494
o_3706097540708,2019-04-03,454,9314165871582
o_5446824308642,2019-05-09,698,9314165871582
o_4285420964187,2019-05-14,283,9314165871582
o_8095264855390,2019-06-10,607,9314165871582
o_6857711010781,2019-06-24,1606,9314165871582
o_0593703107522,2019-06-28,1150,9314165871582
o_9182247088827,2019-04-24,869,6576357713299
o_1843814777565,2019-05-14,1113,6576357713299
o_9680961609323,2019-06-02,832,6576357713299
o_4887746600956,2019-06-13,1070,6576357713299
o_1067351354885,2019-07-15,937,6576357713299
o_8535876867744,2019-05-20,366,3404321800580
o_1331864855406,2019-06-25,1306,3404321800580
o_2931146546337,2019-07-13,1683,3404321800580
o_9040823751681,2019-08-06,268,3404321800580
o_7141574904424,2019-05-03,566,1932773560926
o_9632296749236,2019-05-19,1123,1932773560926
o_2351758809086,2019-05-28,1524,1932773560926
o_5823040386027,2019-06-05,254,1932773560926
o_8273526567230,2019-06-26,723,1932773560926
o_3478714965699,2019-06-30,1517,1932773560926
o_8560211515851,2019-04-28,1774,7142232539767
o_2191089003339,2019-04-28,1328,7142232539767
o_9626817619283,2019-06-10,1248,7142232539767
o_5794569293540,2019-06-23,1708,7142232539767
o_6900482010471,2019-07-09,1468,7142232539767
o_5528588373071,2019-07-23,277,5367312016293
o_2194877368757,2019-08-08,1034,5367312016293
o_9945257005532,2019-09-04,306,9796113537687
o_8795232908713,2019-09-02,639,9433561928529
o_5421713617784,2019-07-04,537,5757949464695
o_5270388804636,2019-07-21,326,5757949464695
o_9535088507352,2019-08-10,1513,5757949464695
o_1422109412581,2019-06-28,728,0205884174537
o_2868475785796,2019-07-12,1511,0205884174537
o_0663054129372,2019-08-22,1395,0205884174537
o_8659891358862,2019-04-16,754,4666962275069
o_3473302271282,2019-05-19,1021,4666962275069
o_4576669631337,2019-05-27,1187,4666962275069
o_5835009368784,2019-05-27,1581,4666962275069
o_5312700419880,2019-07-02,877,4666962275069
o_6325082801692,2019-05-23,1290,1194740242666
o_3465709403717,2019-06-12,811,1194740242666
o_8449655578922,2019-07-02,1723,1194740242666
o_7179052173017,2019-07-23,1526,1194740242666
o_5947921657607,2019-04-01,936,3869664729859
o_9247113395802,2019-04-09,837,3869664729859
o_3598414718040,2019-04-23,491,3869664729859
o_8610183656929,2019-05-06,415,3869664729859
o_4500301791813,2019-05-13,366,3869664729859
o_1576181312663,2019-06-11,538,3869664729859
o_4535373881513,2019-08-25,459,9450531465655
o_1951055616151,2019-04-11,1327,8495558502595
o_2480751877034,2019-05-07,684,8495558502595
o_1607271552796,2019-06-13,1738,8495558502595
o_8561256433247,2019-07-09,921,8495558502595
o_9624579133030,2019-07-21,749,8495558502595
o_2247888914939,2019-07-26,565,8495558502595
o_0489114730292,2019-03-03,1493,5472293769714
o_5394501329834,2019-03-14,1641,5472293769714
o_5807058265833,2019-03-28,574,5472293769714
o_1125094301716,2019-05-03,1648,5472293769714
o_0410158518867,2019-05-30,1012,5472293769714
o_1973230960538,2019-06-25,1355,5472293769714
o_8732765843401,2019-04-03,317,2923922202315
o_5039421413910,2019-04-19,390,2923922202315
o_1465963629894,2019-06-01,1446,2923922202315
o_8925158320867,2019-06-06,1338,2923922202315
o_2372701435299,2019-06-13,693,2923922202315
o_8791237673915,2019-06-17,289,2923922202315
o_8848707598077,2019-03-23,548,6558736728544
o_0448854811906,2019-03-24,778,6558736728544
o_6065631287286,2019-03-28,1687,6558736728544
o_9946803238756,2019-05-06,390,6558736728544
o_3478567826222,2019-06-19,778,6558736728544
o_2038275165481,2019-07-02,280,6558736728544
o_9010563945480,2019-03-13,1694,8038953580173
o_6328276466141,2019-04-03,414,8038953580173
o_2285711125633,2019-04-12,955,8038953580173
o_2566724305671,2019-04-27,1013,8038953580173
o_2890251470541,2019-05-19,1645,8038953580173
o_1032162713404,2019-05-23,1256,8038953580173
o_2903811479585,2019-05-30,223,2900508208503
o_8120115501185,2019-06-17,1634,2900508208503
o_9931049610138,2019-07-15,859,2900508208503
o_8533547722774,2019-07-22,1532,2900508208503
o_0656299611078,2019-08-11,796,2900508208503
o_9249807753554,2019-06-13,469,0243954844201
o_5396281414670,2019-06-21,262,0243954844201
o_5658791160479,2019-07-28,1184,0243954844201
o_3851981835375,2019-08-21,303,0243954844201
o_9269910912600,2019-06-06,1654,2957450958505
o_2131333220204,2019-06-23,449,2957450958505
o_7378343363810,2019-08-04,543,2957450958505
o_8227169211432,2019-08-23,436,2957450958505
o_2335777750857,2019-05-23,1522,1845439736033
o_7745917102425,2019-06-10,1771,1845439736033
o_8783012108439,2019-07-02,520,1845439736033
o_5720761291176,2019-08-15,1062,1845439736033
o_0085271157738,2019-08-22,1411,1845439736033
o_7341273997509,2019-03-11,516,1089650992032
o_8708519833660,2019-03-25,1642,1089650992032
o_8798245831313,2019-04-08,954,1089650992032
o_6906227034191,2019-04-17,1768,1089650992032
o_6977823738462,2019-05-17,477,1089650992032
o_5505728951467,2019-06-25,546,1089650992032
o_0923299179762,2019-03-02,1337,9774091468667
o_6817372206510,2019-03-17,1169,9774091468667
o_0716418653287,2019-04-26,313,9774091468667
o_8051708860221,2019-05-30,1149,9774091468667
o_8268763740096,2019-06-04,763,9774091468667
o_3286834113056,2019-07-13,1370,9774091468667
o_8547883991244,2019-03-13,973,2925984224410
o_5552244611146,2019-04-15,237,2925984224410
o_9765987668117,2019-05-23,1428,2925984224410
o_3452154252526,2019-05-26,1266,2925984224410
o_4943189641441,2019-07-04,1537,2925984224410
o_8280210288609,2019-07-28,476,2925984224410
o_6311742245357,2019-05-28,364,2026530921361
o_6114537242544,2019-06-01,1322,2026530921361
o_0883369053210,2019-06-30,976,2026530921361
o_9903635690879,2019-07-01,1266,2026530921361
o_6427189016457,2019-07-12,1580,2026530921361
o_9753767815318,2019-06-20,1242,9921672803762
o_1916634549565,2019-07-01,555,9921672803762
o_6704681725095,2019-07-04,1259,9921672803762
o_8310713270419,2019-07-13,484,9921672803762
o_0689724333801,2019-05-12,725,2154225189717
o_4279041449543,2019-06-04,1142,2154225189717
o_9339424016184,2019-06-15,1593,2154225189717
o_7072153147201,2019-07-16,1610,2154225189717
o_2303330471068,2019-07-25,1558,2154225189717
o_7274461625437,2019-08-09,231,5381244218259
o_0539171034687,2019-08-26,1750,5381244218259
o_2871379818835,2019-06-15,769,0047272238342
o_2599826120781,2019-07-02,364,0047272238342
o_5561614908977,2019-07-09,872,0047272238342
o_6430397800176,2019-07-13,1284,0047272238342
o_6964360445229,2019-06-04,1524,6710203937075
o_5479522292821,2019-06-06,885,6710203937075
o_6859939503212,2019-06-25,1730,6710203937075
o_2906638272261,2019-07-30,1184,6710203937075
o_6610880192081,2019-07-31,399,4942929428489
o_3811864820942,2019-02-20,1223,7875729114290
o_3934023029076,2019-03-29,447,7875729114290
o_3990838308751,2019-04-15,1710,7875729114290
o_0096740089917,2019-04-19,1276,7875729114290
o_4662166774445,2019-05-01,1421,7875729114290
o_0552242880327,2019-06-10,626,7875729114290
o_9758133231464,2019-03-25,1692,5491765041387
o_5998454774651,2019-04-12,1205,5491765041387
o_6323828773753,2019-04-21,931,5491765041387
o_1132704362043,2019-05-22,1757,5491765041387
o_5482547657896,2019-06-11,585,5491765041387
o_3337175086568,2019-06-11,1527,5491765041387
o_1456556007519,2019-07-20,249,8335520578947
o_4673879667931,2019-08-01,288,8335520578947
o_8255976549660,2019-09-03,428,8335520578947
o_3738006429026,2019-08-09,546,7207855052090
o_7331221473797,2019-08-31,1517,7207855052090
o_6775166494836,2019-07-24,1315,9814448424929
o_4220395751707,2019-08-21,1761,9814448424929
o_7105197967471,2019-08-23,489,9814448424929
o_8217598655136,2019-06-13,1584,1275006981335
o_0119436431972,2019-07-06,725,1275006981335
o_4117047348883,2019-07-21,1391,1275006981335
o_4709073276140,2019-08-20,744,1275006981335
o_5751558506227,2019-03-13,785,7119648161646
o_2949782751572,2019-03-19,936,7119648161646
o_6945961362580,2019-05-02,986,7119648161646
o_8279721182179,2019-05-28,1180,7119648161646
o_0450695409105,2019-06-05,471,7119648161646
o_6452714103234,2019-07-04,1591,7119648161646
o_6366422524048,2019-08-22,1447,0621611033173
o_5358184194769,2019-05-01,1684,7096948236055
o_5137659831220,2019-05-25,1169,7096948236055
o_6411611564982,2019-06-01,749,7096948236055
o_1344255955388,2019-06-12,1556,7096948236055
o_4052115241911,2019-06-20,447,7096948236055
o_7116852996828,2019-05-28,554,6918315039414
o_9677682870316,2019-07-05,423,6918315039414
o_8671719793976,2019-08-01,1663,6918315039414
o_7128044141275,2019-08-17,957,6918315039414
o_1513948045846,2019-08-22,1299,6918315039414
o_5364127031398,2019-06-29,793,7299336208584
o_1225185296751,2019-07-29,1648,7299336208584
o_3053000788161,2019-08-17,1634,7299336208584
o_7527604660810,2019-05-02,564,8742480057694
o_3329027650713,2019-06-07,781,8742480057694
o_7839838912413,2019-06-20,393,8742480057694
o_3870981404084,2019-07-05,579,8742480057694
o_7315693047236,2019-07-16,1251,8742480057694
o_7843434240924,2019-04-26,486,6585420932710
o_0403769552818,2019-04-30,1545,6585420932710
o_8404817653688,2019-05-14,1133,6585420932710
o_5132002551466,2019-05-24,411,6585420932710
o_3569917018579,2019-05-28,386,6585420932710
o_7016039052265,2019-03-02,1451,7570794983214
o_1710288351259,2019-04-10,1705,7570794983214
o_8938310145642,2019-05-11,1743,7570794983214
o_8607901061851,2019-06-18,863,7570794983214
o_5822295097085,2019-07-01,1238,7570794983214
o_9948904593062,2019-08-13,1011,7570794983214
o_2395553617897,2019-08-21,1351,0116859942337
o_5922894159099,2019-08-24,1359,0116859942337
o_2611209540372,2019-04-15,1498,6280908805288
o_0147150417668,2019-05-20,1535,6280908805288
o_1508817855763,2019-07-02,531,6280908805288
o_9668256276627,2019-07-24,1762,6280908805288
o_6760299630237,2019-07-30,875,6280908805288
o_7497664914720,2019-06-04,614,9668868145489
o_3302201507195,2019-06-09,384,9668868145489
o_0899246411776,2019-07-22,364,9668868145489
o_8279559769474,2019-08-17,1596,9668868145489
o_7212760116119,2019-06-24,1477,4466455596677
o_3383297635481,2019-07-01,1402,4466455596677
o_9015608699700,2019-08-11,569,4466455596677
o_1857996141007,2019-07-01,325,1899715920395
o_0348476035189,2019-08-07,1163,1899715920395
o_6926532092228,2019-03-09,231,6534215179212
o_2227978136854,2019-03-14,1113,6534215179212
o_5532983653638,2019-04-20,823,6534215179212
o_3996737035750,2019-05-02,743,6534215179212
o_8831569100823,2019-05-25,1522,6534215179212
o_1669572047326,2019-06-17,1315,6534215179212
o_5560287044784,2019-07-01,1355,2736877069854
o_1635035163766,2019-07-15,295,2736877069854
o_5620412574712,2019-07-17,733,2736877069854
o_5508781359676,2019-08-23,490,2736877069854
o_9153389581118,2019-04-11,827,0272434236946
o_1545943251656,2019-05-15,1558,0272434236946
o_7195671853314,2019-05-19,1775,0272434236946
o_6599602332670,2019-06-03,948,0272434236946
o_4750209191141,2019-06-27,467,0272434236946
o_0281902013354,2019-06-08,514,7989357952497
o_1447196366500,2019-07-06,1026,7989357952497
o_6884127944447,2019-08-12,1744,7989357952497
o_9870468094191,2019-03-17,571,9626474837105
o_3187819958092,2019-04-02,1180,9626474837105
o_0967478471513,2019-04-29,291,9626474837105
o_0970619170534,2019-05-23,1399,9626474837105
o_1694210205769,2019-07-04,705,9626474837105
o_6809256494328,2019-07-05,647,9626474837105
o_3257767734700,2019-08-07,655,5889977352863
o_4920511343785,2019-08-13,594,5889977352863
o_8330005080656,2019-09-02,1686,5889977352863
o_1557347601180,2019-08-07,1005,0486804976473
o_6756268214676,2019-09-05,285,0486804976473
o_2032214032285,2019-06-01,1412,4408229261053
o_0944021707213,2019-06-26,1706,4408229261053
o_6558401943180,2019-07-16,1350,4408229261053
o_6327556636151,2019-08-05,1294,4408229261053
o_2393525557196,2019-08-23,604,4408229261053
o_2440018829916,2019-08-20,486,3202187303593
o_2634940747770,2019-03-18,1366,5264373332488
o_8841991358204,2019-04-21,853,5264373332488
o_1645819121615,2019-04-23,978,5264373332488
o_9040509377433,2019-04-25,1749,5264373332488
o_9573414683455,2019-06-04,1538,5264373332488
o_7632661356894,2019-06-17,836,5264373332488
o_1969458475329,2019-03-06,1407,6293475436397
o_7472702752052,2019-03-23,1201,6293475436397
o_7044268640762,2019-04-09,294,6293475436397
o_2151405233093,2019-05-08,1351,6293475436397
o_9233250159605,2019-06-17,924,6293475436397
o_3148129641685,2019-07-21,347,6293475436397
o_5015645599142,2019-08-07,1282,2878031903007
o_2463277309869,2019-04-25,838,7597752175597
o_6018106402585,2019-05-02,777,7597752175597
o_5875011648757,2019-05-29,288,7597752175597
o_4975031029466,2019-05-30,459,7597752175597
o_6235577214619,2019-06-13,780,7597752175597
o_3677770422706,2019-07-16,938,7597752175597
o_3469638055245,2019-05-06,1478,5947213331918
o_1831294485728,2019-05-20,1113,5947213331918
o_3432184239919,2019-06-10,763,5947213331918
o_8304124873628,2019-06-22,806,5947213331918
o_2641850147910,2019-07-17,525,5947213331918
o_9089175001068,2019-07-29,375,5947213331918
o_9397139674228,2019-04-05,1280,6747081529184
o_9207994451424,2019-04-22,1058,6747081529184
o_2203198721445,2019-05-29,480,6747081529184
o_6470959792020,2019-07-02,895,6747081529184
o_2287245216313,2019-07-08,1690,6747081529184
o_6716249963344,2019-02-27,270,5998217507090
o_2280475510213,2019-03-28,691,5998217507090
o_3920286946106,2019-03-31,521,5998217507090
o_0768584534495,2019-04-18,1662,5998217507090
o_4276706555090,2019-05-08,1684,5998217507090
o_5388715966503,2019-06-08,1349,5998217507090
o_4836435362835,2019-07-16,1245,5938498163615
o_6009203353658,2019-07-31,1580,5938498163615
o_0073826743338,2019-08-07,1097,5938498163615
o_1386113780350,2019-08-11,1169,5938498163615
o_7831220584239,2019-03-21,598,7548689291003
o_4624388321579,2019-04-03,873,7548689291003
o_9735414741331,2019-05-12,795,7548689291003
o_2644752752732,2019-06-01,335,7548689291003
o_1811870313645,2019-06-07,890,7548689291003
o_5694111152151,2019-06-16,1444,7548689291003
o_2491552643346,2019-08-30,972,8762603750554
o_7406665716158,2019-05-23,914,9800800727043
o_7939936490384,2019-07-03,1102,9800800727043
o_3378087727408,2019-07-09,924,9800800727043
o_9325838245760,2019-07-13,1042,9800800727043
o_1748442401854,2019-07-31,1731,9800800727043
o_4978818790962,2019-07-15,1705,2430574474606
o_1065431960032,2019-07-30,1459,2430574474606
o_3816660764582,2019-07-29,1482,6273133054804
o_2666673243656,2019-08-02,1079,6273133054804
o_6477061011209,2019-08-27,660,6273133054804
o_9178448194412,2019-06-17,1200,9242320709138
o_4724445795951,2019-07-09,316,9242320709138
o_5515565376347,2019-07-14,1131,9242320709138
o_6921619086794,2019-08-24,1387,9242320709138
o_5374585811173,2019-08-31,470,5905139587741
o_7720688480293,2019-09-07,434,5905139587741
o_0652248764819,2019-05-08,1519,3137140932643
o_6613034073861,2019-05-31,1315,3137140932643
o_3285337535389,2019-07-03,540,3137140932643
o_1584452078552,2019-07-25,447,3137140932643
o_9796280698525,2019-08-07,307,3137140932643
o_4347965986960,2019-03-02,1514,4033180763324
o_2551907938814,2019-03-06,1331,4033180763324
o_4225016725655,2019-03-25,1246,4033180763324
o_2927354368717,2019-03-26,763,4033180763324
o_8965563928425,2019-05-03,1646,4033180763324
o_1022449850991,2019-05-08,1351,4033180763324
o_4506713475464,2019-07-04,1218,2781529843337
o_9607727094933,2019-07-26,1077,2781529843337
o_1167898190745,2019-08-12,1433,2781529843337
o_5581002965573,2019-08-29,1373,2781529843337
o_5267854304998,2019-09-02,913,2951064045736
o_7884067668563,2019-09-03,414,2951064045736
o_0196091337351,2019-09-07,1180,2922540296690
o_7263788903038,2019-03-27,782,0509530497729
o_7890945460594,2019-03-27,1148,0509530497729
o_4597321551084,2019-05-02,1236,0509530497729
o_9946778347095,2019-05-16,926,0509530497729
o_2026349435035,2019-06-08,1184,0509530497729
o_6800257825630,2019-06-10,402,0509530497729
o_2222831813606,2019-03-28,815,2559377043076
o_8603504630814,2019-03-29,1234,2559377043076
o_1375628694399,2019-05-06,661,2559377043076
o_1131142331130,2019-06-09,1005,2559377043076
o_8765052144554,2019-06-23,1722,2559377043076
o_4427974035931,2019-06-30,643,2559377043076
o_3328319200100,2019-09-06,554,0121891586081
o_0014493136481,2019-02-16,968,2246037962111
o_7284521168521,2019-03-25,330,2246037962111
o_7381294844048,2019-04-01,375,2246037962111
o_8903807275331,2019-05-09,810,2246037962111
o_6204245135655,2019-05-16,502,2246037962111
o_0079402499842,2019-06-26,1344,2246037962111
o_2324578729766,2019-07-10,1245,5880751697682
o_9127546944276,2019-07-19,1722,5880751697682
o_8092755203128,2019-08-25,227,5880751697682
o_9876440366324,2019-02-26,1305,5937854674321
o_8532885854307,2019-03-18,1301,5937854674321
o_4516126904864,2019-04-24,441,5937854674321
o_1249901585080,2019-05-24,710,5937854674321
o_1559385173988,2019-06-09,1539,5937854674321
o_5747493312658,2019-07-06,781,5937854674321
o_0981529493101,2019-07-28,1035,1029663175688
o_8684956867744,2019-08-02,1694,1029663175688
o_0627646442270,2019-08-27,322,1029663175688
o_7412440472966,2019-05-12,481,9409076809042
o_5795971226331,2019-06-03,579,9409076809042
o_8031650199280,2019-06-15,733,9409076809042
o_4773040276310,2019-06-22,690,9409076809042
o_3135753359512,2019-06-28,259,9409076809042
o_0882866594110,2019-07-28,275,2671076941184
o_7078472673407,2019-08-28,506,2671076941184
o_1692509018649,2019-06-28,635,3145845699105
o_9233338175169,2019-07-02,499,3145845699105
o_2036163682171,2019-07-23,496,3145845699105
o_7005782185856,2019-07-23,1702,3145845699105
o_1203431428231,2019-03-24,550,4947660155151
o_7064530121720,2019-04-30,510,4947660155151
o_8806271009283,2019-05-02,1664,4947660155151
o_3904807962370,2019-05-31,329,4947660155151
o_9853807071473,2019-06-27,611,4947660155151
o_0933574693289,2019-07-15,1069,4947660155151
o_8336705085007,2019-08-21,1370,0838277642001
o_1116225862008,2019-08-27,1472,0838277642001
o_1083262741330,2019-08-31,1334,0838277642001
o_0220655014904,2019-01-22,1044,1528350307123
o_7933359295014,2019-02-22,1328,1528350307123
o_7347007961242,2019-03-31,599,1528350307123
o_6785406256537,2019-04-21,419,1528350307123
o_7099815895362,2019-05-17,849,1528350307123
o_6946628883899,2019-06-20,1016,1528350307123
o_8709427787878,2019-03-31,267,7732489337768
o_0485213876510,2019-04-19,570,7732489337768
o_5704866880701,2019-04-23,389,7732489337768
o_5314123800931,2019-05-05,1092,7732489337768
o_7759540180064,2019-05-10,226,7732489337768
o_1685795955385,2019-06-20,517,7732489337768
o_3411396784431,2019-05-31,1622,9885374123903
o_2046982097049,2019-07-12,1106,9885374123903
o_4199326267030,2019-08-18,964,9885374123903
o_0903141597920,2019-02-08,350,6760228833883
o_2470134935246,2019-02-08,1589,6760228833883
o_6013120165096,2019-02-12,366,6760228833883
o_7517425807129,2019-02-22,1319,6760228833883
o_1938536352630,2019-03-24,518,6760228833883
o_5881211505585,2019-04-07,1461,6760228833883
o_7827584555732,2019-05-21,961,3632780217421
o_2623528762007,2019-05-27,1626,3632780217421
o_6530033339135,2019-06-12,821,3632780217421
o_3390016640336,2019-06-26,1675,3632780217421
o_8265046966273,2019-05-01,1048,2783255113296
o_0242410381175,2019-06-10,303,2783255113296
o_7276029049754,2019-07-09,1598,2783255113296
o_8000053602536,2019-07-31,333,2783255113296
o_6028616504211,2019-08-28,406,2783255113296
o_6948625438218,2019-04-09,1727,7279016797164
o_6501520588923,2019-04-27,467,7279016797164
o_4335293877029,2019-06-07,560,7279016797164
o_4390182388628,2019-06-09,1543,7279016797164
o_4153799341857,2019-06-18,396,7279016797164
o_1703785109560,2019-07-08,1267,7279016797164
o_5682357483634,2019-02-03,905,6715133910877
o_3628195378765,2019-02-05,1669,6715133910877
o_0032486355527,2019-03-11,572,6715133910877
o_0823955227472,2019-03-17,747,6715133910877
o_4874752426601,2019-03-29,834,6715133910877
o_1365360082127,2019-04-01,1246,6715133910877
o_9534183952814,2019-06-08,1247,7823454311217
o_2630407297536,2019-06-19,400,7823454311217
o_5733221020490,2019-06-25,663,7823454311217
o_1801320010521,2019-07-26,441,7823454311217
o_2294629204781,2019-05-19,493,4044820258179
o_4069144430544,2019-05-25,603,4044820258179
o_7871158426553,2019-07-02,1011,4044820258179
o_1437333578040,2019-07-23,1507,4044820258179
o_2260402428477,2019-08-18,826,4044820258179
o_7591330581428,2019-09-02,1688,9031702156512
o_1962814026630,2019-09-06,1039,9031702156512
o_3080378495193,2019-09-06,1596,9031702156512
o_3168810469138,2019-04-02,736,1641122089352
o_2762841661922,2019-05-04,498,1641122089352
o_1539652929289,2019-06-16,1507,1641122089352
o_7491088875148,2019-07-18,1038,1641122089352
o_4374590678045,2019-08-22,535,1641122089352
o_6123069131745,2019-03-12,744,5967898404127
o_2247591187514,2019-03-19,1230,5967898404127
o_8953495308088,2019-04-13,1709,5967898404127
o_9583720379911,2019-04-29,1157,5967898404127
o_2432117438922,2019-05-16,605,5967898404127
o_7301072215143,2019-05-29,1634,5967898404127
o_8103668356686,2019-03-10,762,7183224650855
o_1755422619918,2019-04-14,1478,7183224650855
